Fighter,Wins,Losses,Stance,Weight Class,Total Rounds Fought,Title fights,KOs,Submissions,TKO/DoctorStoppage,age,Gender,Height,Weight,Reach,WinRate
Todd Brown,0,1,Orthodox,Light Heavyweight,3,0,0,0,0,34,MALE,180.34,205,188.0,0.0
Gabriel Silva,0,1,Orthodox,Bantamweight,3,0,0,0,0,25,MALE,167.64,135,180.34,0.0
Emily Peters Kagan,0,1,Orthodox,Women's Strawweight,3,0,0,0,0,34,FEMALE,160.02,115,167.64,0.0
Pedro Falcao,1,0,Orthodox,Bantamweight,3,0,1,0,0,31,MALE,167.64,135,167.64,1.0
Carls John De Tomas,0,1,Southpaw,Bantamweight,3,0,0,0,0,21,MALE,165.1,125,180.34,0.0
Danilo Belluardo,0,1,Southpaw,Lightweight,2,0,0,0,0,25,MALE,182.88,155,187.96,0.0
Bogdan Guskov,1,1,Orthodox,Light Heavyweight,2,0,1,0,0,31,MALE,190.5,205,193.04,0.5
Cameron Else,0,1,Switch,Bantamweight,2,0,0,0,0,34,MALE,175.26,135,180.34,0.0
Paul Daley,2,0,Orthodox,Welterweight,2,0,2,0,0,27,MALE,175.26,170,193.04,1.0
Michel Quinones,0,1,Orthodox,Lightweight,2,0,0,0,0,32,MALE,177.8,155,185.42,0.0
Oli Thompson,0,1,Orthodox,Heavyweight,2,0,0,0,0,32,MALE,185.42,242,190.5,0.0
Steve Bosse,1,1,Orthodox,Light Heavyweight,2,0,1,0,0,34,MALE,180.34,205,182.88,0.5
James Bochnovic,0,1,Orthodox,Middleweight,2,0,0,0,0,29,MALE,193.04,205,205.74,0.0
Pete Rodriguez,1,1,Switch,Welterweight,2,0,1,0,0,27,MALE,175.26,170,180.34,0.5
Te Edwards,0,1,Orthodox,Lightweight,2,0,0,0,0,28,MALE,172.72,155,182.88,0.0
Shayna Baszler,0,1,Orthodox,Women's Bantamweight,2,0,0,0,0,34,FEMALE,170.18,135,170.18,0.0
Yasuhiro Urushitani,0,1,Southpaw,Flyweight,2,0,0,0,0,36,MALE,165.1,125,170.0,0.0
Shane Del Rosario,0,1,Southpaw,Heavyweight,2,0,0,0,0,29,MALE,193.04,250,200.66,0.0
Elias Garcia,0,1,Southpaw,Flyweight,2,0,0,0,0,26,MALE,165.1,125,170.18,0.0
Jason Reinhardt,0,2,Orthodox,Bantamweight,2,0,0,0,0,41,MALE,167.64,135,163.0,0.0
Eiji Mitsuoka,0,1,Southpaw,Featherweight,2,0,0,0,0,36,MALE,170.18,145,173.0,0.0
Wagner Silva,0,1,Orthodox,Welterweight,2,0,0,0,0,27,MALE,182.88,170,180.34,0.0
Ozzy Diaz,0,1,Orthodox,Light Heavyweight,2,0,0,0,0,34,MALE,193.04,205,200.66,0.0
Michael Mcbride,0,1,Orthodox,Lightweight,2,0,0,0,0,31,MALE,185.42,155,190.5,0.0
Aj Cunningham,0,1,Orthodox,Lightweight,2,0,0,0,0,29,MALE,177.8,145,180.34,0.0
Damian Grabowski,0,2,Orthodox,Heavyweight,2,0,0,0,0,37,MALE,185.42,241,190.5,0.0
Dan Lauzon,0,2,Orthodox,Lightweight,2,0,0,0,0,22,MALE,177.8,155,183.0,0.0
Byron Bloodworth,0,1,Orthodox,Bantamweight,2,0,0,0,0,29,MALE,172.72,135,175.26,0.0
Steve Lopez,0,1,Orthodox,Lightweight,2,0,0,0,0,26,MALE,180.34,155,180.34,0.0
Jason Novelli,0,1,Orthodox,Lightweight,2,0,0,0,0,37,MALE,182.88,155,190.5,0.0
Zhang Mingyang,2,0,Orthodox,Light Heavyweight,2,0,2,0,0,26,MALE,187.96,205,190.5,1.0
Wang Cong,2,0,Southpaw,Women's Flyweight,2,0,1,1,0,32,FEMALE,167.64,125,167.64,1.0
Gaetano Pirrello,0,1,Orthodox,Bantamweight,2,0,0,0,0,29,MALE,170.18,135,165.1,0.0
Lisa Ellis,0,1,Orthodox,Women's Strawweight,2,0,0,0,0,32,FEMALE,162.56,115,157.48,0.0
Ryan Couture,0,1,Orthodox,Lightweight,2,0,0,0,0,31,MALE,177.8,155,190.5,0.0
Hayder Hassan,0,1,Orthodox,Welterweight,2,1,0,0,0,33,MALE,177.8,170,177.8,0.0
Ricardo Abreu,1,0,Orthodox,Middleweight,2,0,0,1,0,31,MALE,180.34,185,185.42,1.0
Jun Yong Park,0,1,Orthodox,Middleweight,2,0,0,0,0,28,MALE,177.8,185,185.42,0.0
Jon Olav Einemo,0,1,Orthodox,Heavyweight,2,0,0,0,0,36,MALE,198.12,253,206.0,0.0
Don Madge,1,0,Southpaw,Lightweight,2,0,1,0,0,28,MALE,182.88,155,182.88,1.0
Rory Markham,1,1,Orthodox,Welterweight,2,0,1,0,0,28,MALE,182.88,170,180.34,0.5
Ricky Rainey,0,1,Switch,Welterweight,2,0,0,0,0,35,MALE,185.42,170,195.58,0.0
Juan Espino,2,0,Orthodox,Heavyweight,2,1,0,2,0,40,MALE,193.04,250,208.28,1.0
Grigorii Popov,0,1,Switch,Bantamweight,2,0,0,0,0,35,MALE,170.18,135,170.18,0.0
Charlie Campbell,1,1,Orthodox,Lightweight,2,0,1,0,0,28,MALE,182.88,155,182.88,0.5
Mitch Ramirez,0,1,Orthodox,Lightweight,2,0,0,0,0,31,MALE,180.34,155,180.34,0.0
Mostapha Al-Turk,0,2,Orthodox,Heavyweight,2,0,0,0,0,36,MALE,187.96,245,195.58,0.0
Rob Wilkinson,0,1,Orthodox,Middleweight,2,0,0,0,0,25,MALE,190.5,185,203.2,0.0
Jose Maria,0,1,Orthodox,Flyweight,2,0,0,0,0,31,MALE,165.1,125,165.0,0.0
Tj Laramie,1,1,Orthodox,Featherweight,2,0,1,0,0,24,MALE,167.64,145,167.64,0.5
Anthony Christodoulou,0,1,Orthodox,Lightweight,2,0,0,0,0,28,MALE,175.26,155,182.88,0.0
Jose Torres,1,0,Orthodox,Flyweight,2,0,1,0,0,26,MALE,162.56,125,165.1,1.0
Tj O'Brien,0,1,Orthodox,Lightweight,2,0,0,0,0,24,MALE,187.96,155,196.0,0.0
Antonio Dos Santos,0,1,Orthodox,Middleweight,2,0,0,0,0,26,MALE,177.8,185,182.88,0.0
Lucio Linhares,0,1,Orthodox,Middleweight,2,0,0,0,0,36,MALE,187.96,185,189.2,0.0
Roberto Sanchez,1,1,Orthodox,Flyweight,2,0,0,1,0,32,MALE,167.64,125,167.64,0.5
Rodrigo De Lima,0,1,Orthodox,Lightweight,2,0,0,0,0,23,MALE,170.18,155,190.5,0.0
Mitch Raposo,0,1,Switch,Flyweight,2,0,0,0,0,25,MALE,165.1,125,162.56,0.0
Carlos Huachin,0,1,Southpaw,Bantamweight,2,0,0,0,0,23,MALE,162.56,135,170.18,0.0
Alberto Uda,0,1,Orthodox,Middleweight,2,0,0,0,0,32,MALE,190.5,185,195.58,0.0
Lucas Rocha,1,0,Orthodox,Flyweight,2,0,1,0,0,24,MALE,160.02,125,162.56,1.0
Igor Severino,1,0,Orthodox,Flyweight,2,0,1,0,0,20,MALE,170.18,125,175.26,1.0
Nursulton Ruziboev,2,0,Orthodox,Middleweight,2,0,2,0,0,30,MALE,195.58,170,193.04,1.0
Rafael Estevam,1,0,Orthodox,Flyweight,2,0,1,0,0,27,MALE,172.72,125,175.26,1.0
Kaynan Kruschewsky,1,1,Orthodox,Lightweight,2,0,0,1,0,33,MALE,182.88,155,185.42,0.5
Carl Deaton,0,1,Orthodox,Lightweight,2,0,0,0,0,33,MALE,170.18,155,175.26,0.0
Kayla Harrison,1,0,Southpaw,Women's Bantamweight,2,0,0,1,0,34,FEMALE,172.72,135,167.64,1.0
Billy Ray Goff,2,0,Switch,Welterweight,2,0,2,0,0,25,MALE,177.8,170,182.88,1.0
Nohelin Hernandez,0,1,Orthodox,Bantamweight,2,0,0,0,0,25,MALE,177.8,135,180.34,0.0
Ian Entwistle,1,1,Orthodox,Bantamweight,2,0,0,1,0,29,MALE,165.1,135,162.56,0.5
Ramon Taveras,1,1,Southpaw,Bantamweight,2,0,1,0,0,30,MALE,172.72,135,177.8,0.5
Sean Mccorkle,1,1,Orthodox,Heavyweight,2,0,0,1,0,34,MALE,200.66,265,205.74,0.5
Besam Yousef,0,1,Orthodox,Welterweight,2,0,0,0,0,28,MALE,180.34,170,180.34,0.0
Drako Rodriguez,1,1,Orthodox,Bantamweight,2,0,0,1,0,25,MALE,172.72,135,175.26,0.5
Mansur Abdul-Malik,1,0,Orthodox,Middleweight,2,0,1,0,0,27,MALE,187.96,185,200.66,1.0
Joey Gomez,0,1,Orthodox,Bantamweight,2,0,0,0,0,27,MALE,177.8,155,180.34,0.0
Alex Reyes,0,2,Orthodox,Lightweight,2,0,0,0,0,37,MALE,180.34,155,185.42,0.0
Chris Holdsworth,1,0,Orthodox,Bantamweight,2,1,0,1,0,26,MALE,180.34,135,180.34,1.0
Westin Wilson,0,2,Southpaw,Featherweight,2,0,0,0,0,35,MALE,185.42,145,185.42,0.0
Felipe Silva,1,1,Orthodox,Lightweight,2,0,1,0,0,34,MALE,182.88,155,195.58,0.5
Leo Kuntz,0,1,Orthodox,Lightweight,2,0,0,0,0,32,MALE,177.8,155,187.96,0.0
Ben Askren,1,1,Orthodox,Welterweight,2,0,0,1,0,35,MALE,180.34,170,185.42,0.5
Yoislandy Izquierdo,0,1,Southpaw,Lightweight,2,0,0,0,0,28,MALE,180.34,155,184.0,0.0
Niklas Backstrom,1,1,Orthodox,Featherweight,2,0,0,1,0,25,MALE,185.42,145,187.96,0.5
Suman Mokhtarian,0,1,Orthodox,Featherweight,1,0,0,0,0,27,MALE,177.8,145,170.18,0.0
Val Woodburn,0,1,Orthodox,Welterweight,1,0,0,0,0,30,MALE,172.72,170,187.96,0.0
Takenori Sato,0,1,Southpaw,Welterweight,1,0,0,0,0,29,MALE,177.8,170,180.34,0.0
Ulysses Gomez,0,1,Orthodox,Flyweight,1,0,0,0,0,29,MALE,167.64,125,167.64,0.0
Terrence Mitchell,0,1,Orthodox,Bantamweight,1,0,0,0,0,33,MALE,177.8,135,187.96,0.0
Tuco Tokkos,0,1,Orthodox,Light Heavyweight,1,0,0,0,0,33,MALE,193.04,205,193.04,0.0
Wendell Oliveira,0,1,Orthodox,Welterweight,1,0,0,0,0,31,MALE,177.8,170,182.88,0.0
Tim Williams,0,1,Orthodox,Middleweight,1,0,0,0,0,32,MALE,187.96,185,193.04,0.0
Tommy Hayden,0,1,Southpaw,Featherweight,1,0,0,0,0,26,MALE,175.26,145,182.88,0.0
Victor Rodriguez,0,1,Switch,Flyweight,1,0,0,0,0,28,MALE,165.1,125,170.18,0.0
Josh Shockley,0,1,Orthodox,Lightweight,1,0,0,0,0,25,MALE,185.42,155,187.96,0.0
Jamey Simmons,0,1,Orthodox,Bantamweight,1,0,0,0,0,28,MALE,167.64,135,177.8,0.0
Marquel Mederos,1,0,Orthodox,Lightweight,1,0,1,0,0,27,MALE,177.8,155,175.26,1.0
Joshua Weems,0,1,Orthodox,Bantamweight,1,0,0,0,0,28,MALE,172.72,135,175.26,0.0
Juan Puig,0,1,Orthodox,Featherweight,1,0,0,0,0,25,MALE,175.26,145,182.88,0.0
Juancamilo Ronderos,0,1,Southpaw,Flyweight,1,0,0,0,0,28,MALE,160.02,125,162.56,0.0
Junior Hernandez,0,1,Orthodox,Bantamweight,1,0,0,0,0,27,MALE,175.26,135,175.26,0.0
Chad Griggs,0,1,Orthodox,Light Heavyweight,1,0,0,0,0,34,MALE,185.42,205,185.42,0.0
Cesar Arzamendia,0,1,Orthodox,Lightweight,1,0,0,0,0,25,MALE,180.34,155,180.34,0.0
Kb Bhullar,0,1,Switch,Middleweight,1,0,0,0,0,29,MALE,193.04,185,198.12,0.0
Keith Berish,0,1,Orthodox,Middleweight,1,0,0,0,0,31,MALE,182.88,205,185.42,0.0
Carlton Minus,0,2,Orthodox,Welterweight,1,0,0,0,0,27,MALE,177.8,170,187.96,0.0
Kiefer Crosbie,0,1,Switch,Welterweight,1,0,0,0,0,34,MALE,180.34,170,177.8,0.0
Kyle Stewart,0,1,Orthodox,Welterweight,1,0,0,0,0,30,MALE,187.96,170,193.04,0.0
Larissa Pacheco,0,1,Orthodox,Women's Bantamweight,1,0,0,0,0,20,FEMALE,170.18,135,175.26,0.0
Cameron Vancamp,0,1,Switch,Lightweight,1,0,0,0,0,29,MALE,187.96,155,187.96,0.0
Cameron Smotherman,0,1,Orthodox,Bantamweight,1,0,0,0,0,27,MALE,175.26,135,175.26,0.0
Lone'Er Kavanagh,1,0,Orthodox,Flyweight,1,0,1,0,0,25,MALE,162.56,125,170.18,1.0
Luis Pajuelo,1,0,Orthodox,Featherweight,1,0,1,0,0,29,MALE,177.8,145,175.26,1.0
Luis Ramos,0,1,Orthodox,Welterweight,1,0,0,0,0,31,MALE,172.72,170,183.0,0.0
Cain Carrizosa,0,1,Orthodox,Lightweight,1,0,0,0,0,28,MALE,172.72,155,187.96,0.0
Bubba Bush,0,1,Orthodox,Middleweight,1,0,0,0,0,30,MALE,182.88,185,185.42,0.0
Brian Melancon,1,0,Orthodox,Welterweight,1,0,1,0,0,31,MALE,172.72,170,182.88,1.0
Brian Houston,0,1,Orthodox,Middleweight,1,0,0,0,0,32,MALE,187.96,185,198.12,0.0
Brendon Marotte,0,1,Orthodox,Featherweight,1,0,0,0,0,28,MALE,175.26,145,177.8,0.0
Marcin Bandel,0,1,Orthodox,Lightweight,1,0,0,0,0,25,MALE,177.8,155,177.8,0.0
Boston Salmon,0,1,Southpaw,Bantamweight,1,0,0,0,0,28,MALE,175.26,135,175.26,0.0
Marcos Mariano,0,1,Switch,Lightweight,1,0,0,0,0,32,MALE,185.42,155,193.04,0.0
Charlie Ward,0,1,Orthodox,Welterweight,1,0,0,0,0,36,MALE,180.34,170,185.42,0.0
Chase Gormley,0,1,Orthodox,Heavyweight,1,0,0,0,0,27,MALE,190.5,265,196.0,0.0
Joseph Sandoval,0,1,Southpaw,Bantamweight,1,0,0,0,0,25,MALE,170.18,135,168.0,0.0
Jack May,0,1,Switch,Heavyweight,1,0,0,0,0,33,MALE,203.2,255,200.66,0.0
Edward Faaloloto,0,1,Southpaw,Lightweight,1,0,0,0,0,27,MALE,185.42,155,177.8,0.0
Eric Wisely,0,1,Southpaw,Featherweight,1,0,0,0,0,27,MALE,172.72,145,178.0,0.0
Don Shainis,0,1,Orthodox,Featherweight,1,0,0,0,0,32,MALE,167.64,145,170.18,0.0
Derrick,0,1,Orthodox,Welterweight,1,0,0,0,0,31,MALE,177.8,170,182.88,0.0
Galore Bofando,1,0,Switch,Welterweight,1,0,1,0,0,35,MALE,180.34,170,182.88,1.0
Gokhan Saki,1,0,Orthodox,Light Heavyweight,1,0,1,0,0,34,MALE,182.88,205,185.42,1.0
Guto Inocente,0,1,Orthodox,Light Heavyweight,1,0,0,0,0,28,MALE,190.5,205,195.58,0.0
Irina Alekseeva,1,0,Orthodox,Women's Bantamweight,1,0,0,1,0,33,FEMALE,172.72,135,170.18,1.0
Daniel Jolly,0,1,Orthodox,Light Heavyweight,1,0,0,0,0,32,MALE,185.42,205,190.5,0.0
Dan Stittgen,0,1,Orthodox,Welterweight,1,0,0,0,0,31,MALE,185.42,170,180.0,0.0
Craig White,0,1,Orthodox,Welterweight,1,0,0,0,0,28,MALE,187.96,170,193.04,0.0
Cole Williams,0,1,Orthodox,Welterweight,1,0,0,0,0,36,MALE,182.88,170,185.42,0.0
Chris Heatherly,0,1,Orthodox,Welterweight,1,0,0,0,0,26,MALE,175.26,155,172.72,0.0
Cody Haddon,1,0,Orthodox,Bantamweight,1,0,0,1,0,26,MALE,170.18,135,175.26,1.0
Cody East,0,1,Orthodox,Heavyweight,1,0,0,0,0,28,MALE,190.5,245,187.96,0.0
Cm Punk,0,1,Orthodox,Welterweight,1,0,0,0,0,39,MALE,185.42,170,185.42,0.0
Jesse Butler,0,1,Orthodox,Bantamweight,1,0,0,0,0,32,MALE,177.8,135,185.42,0.0
Jesse Strader,0,1,Orthodox,Bantamweight,1,0,0,0,0,30,MALE,170.18,135,177.8,0.0
Jesse Taylor,0,1,Orthodox,Welterweight,1,0,0,0,0,34,MALE,182.88,170,185.42,0.0
Jessica Rakoczy,0,1,Orthodox,Women's Strawweight,1,1,0,0,0,38,FEMALE,170.18,115,172.72,0.0
Cj Keith,0,1,Orthodox,Lightweight,1,0,0,0,0,26,MALE,182.88,155,185.0,0.0
Joe Brammer,0,1,Orthodox,Lightweight,1,0,0,0,0,26,MALE,172.72,155,177.8,0.0
Joey Gambino,0,1,Orthodox,Featherweight,1,0,0,0,0,23,MALE,170.18,145,178.0,0.0
Chris Padilla,1,0,Orthodox,Lightweight,1,0,0,1,0,28,MALE,175.26,155,187.96,1.0
Mark Striegl,0,1,Southpaw,Featherweight,1,0,0,0,0,33,MALE,172.72,145,177.8,0.0
Luiz Dutra,0,1,Orthodox,Welterweight,1,0,0,0,0,33,MALE,180.34,170,180.34,0.0
Ednaldo Oliveira,0,1,Orthodox,Light Heavyweight,1,0,0,0,0,29,MALE,195.58,205,200.66,0.0
Nick Denis,1,0,Orthodox,Bantamweight,1,0,1,0,0,28,MALE,170.18,135,178.0,1.0
Sheila Gaff,0,1,Orthodox,Women's Bantamweight,1,0,0,0,0,23,FEMALE,165.1,135,157.48,0.0
Nurullo Aliev,1,0,Orthodox,Lightweight,1,0,1,0,0,22,MALE,177.8,155,182.88,1.0
Oumar Sy,1,0,Orthodox,Light Heavyweight,1,0,0,1,0,28,MALE,193.04,205,210.82,1.0
Pat Audinwood,0,1,Orthodox,Lightweight,1,0,0,0,0,24,MALE,182.88,155,188.0,0.0
Pat Schilling,0,1,Orthodox,Featherweight,1,0,0,0,0,23,MALE,172.72,145,175.26,0.0
Anton Zafir,0,1,Orthodox,Welterweight,1,0,0,0,0,29,MALE,180.34,170,182.88,0.0
Peter Barrett,1,2,Southpaw,Featherweight,1,0,0,0,0,34,MALE,177.8,145,185.42,0.333
Anthony Ivy,0,1,Orthodox,Welterweight,1,0,0,0,0,30,MALE,187.96,185,187.96,0.0
Quinn Mulhern,0,1,Orthodox,Lightweight,1,0,0,0,0,29,MALE,190.5,155,193.04,0.0
Anna Elmose,0,1,Orthodox,Women's Strawweight,1,0,0,0,0,32,FEMALE,160.02,115,165.1,0.0
Raphael Pessoa Nunes,0,1,Orthodox,Heavyweight,1,0,0,0,0,30,MALE,190.5,262,198.12,0.0
An Ying Wang,1,0,Orthodox,Welterweight,1,0,0,0,1,23,MALE,182.88,170,182.88,1.0
Aliaskhab Khizriev,1,0,Southpaw,Middleweight,1,0,0,1,0,31,MALE,175.26,185,187.96,1.0
Richardson Moreira,0,1,Orthodox,Middleweight,1,0,0,0,0,30,MALE,187.96,185,182.88,0.0
Alex Soto,0,1,Southpaw,Bantamweight,1,0,0,0,0,28,MALE,172.72,135,180.34,0.0
Nick Penner,0,1,Southpaw,Light Heavyweight,1,0,0,0,0,32,MALE,193.04,205,195.58,0.0
Shane Howell,0,1,Orthodox,Flyweight,1,0,0,0,0,31,MALE,172.72,125,175.26,0.0
Azamat Gashimov,0,1,Orthodox,Flyweight,1,0,0,0,0,23,MALE,167.64,125,167.64,0.0
Ben Wall,0,1,Orthodox,Welterweight,1,0,0,0,0,25,MALE,177.8,155,185.42,0.0
Steve Montgomery,0,1,Southpaw,Welterweight,1,0,0,0,0,24,MALE,193.04,185,190.5,0.0
Matt Van Buren,0,1,Orthodox,Light Heavyweight,1,1,0,0,0,28,MALE,195.58,205,193.04,0.0
Mike Stumpf,0,1,Orthodox,Welterweight,1,0,0,0,0,26,MALE,177.8,170,180.34,0.0
Mehdi Baghdad,0,1,Orthodox,Lightweight,1,0,0,0,0,31,MALE,185.42,155,190.5,0.0
Steve Kennedy,0,1,Orthodox,Welterweight,1,0,0,0,0,32,MALE,180.34,170,180.34,0.0
Mats Nilsson,0,1,Orthodox,Welterweight,1,0,0,0,0,31,MALE,185.42,170,187.96,0.0
Steve Steinbeiss,0,1,Orthodox,Middleweight,1,0,0,0,0,29,MALE,190.5,185,190.5,0.0
Alex Gorgees,0,0,Switch,Lightweight,0,0,0,0,0,23,MALE,187.96,155,187.96,
Alex Munoz,0,0,Switch,Lightweight,0,0,0,0,0,30,MALE,175.26,155,175.26,
Zhalgas Zhamagulov,0,0,Switch,Flyweight,0,0,0,0,0,31,MALE,162.56,125,162.56,
Wagner Campos,0,0,Southpaw,Featherweight,0,0,0,0,0,30,MALE,167.64,145,168.0,
Alex Torres,0,0,Orthodox,Featherweight,0,0,0,0,0,26,MALE,177.8,145,177.8,
Collin Hart,0,0,Orthodox,Middleweight,0,0,0,0,0,23,MALE,185.42,185,193.04,
Duda Santana,0,0,Orthodox,Women's Bantamweight,0,0,0,0,0,23,FEMALE,170.18,145,185.42,
Albert Cheng,0,0,Orthodox,Welterweight,0,0,0,0,0,29,MALE,180.34,170,179.07,
Zu Anyanwu,0,0,Orthodox,Heavyweight,0,0,0,0,0,36,MALE,185.42,251,195.58,
Dean Barry,0,0,Orthodox,Welterweight,0,0,0,0,0,29,MALE,177.8,170,182.88,
Dmitry Sosnovskiy,0,0,Orthodox,Heavyweight,0,0,0,0,0,28,MALE,190.5,240,195.58,
Cory Hendricks,0,0,Orthodox,Light Heavyweight,0,0,0,0,0,28,MALE,190.5,205,196.0,
Adam Yandiev,0,0,Orthodox,Middleweight,0,0,0,0,0,30,MALE,175.26,185,187.96,
Adam Cella,0,0,Orthodox,Middleweight,0,0,0,0,0,27,MALE,187.96,170,198.12,
Vinicius Queiroz,0,0,Orthodox,Heavyweight,0,0,0,0,0,27,MALE,200.66,220,202.0,
Derrick Krantz,0,0,Orthodox,Welterweight,0,0,0,0,0,31,MALE,177.8,170,182.88,
Abner Lloveras,0,0,Orthodox,Lightweight,0,0,0,0,0,33,MALE,180.34,155,180.34,
Abdul-Kerim Edilov,0,0,Orthodox,Light Heavyweight,0,0,0,0,0,25,MALE,187.96,205,198.12,
Alexandre Ferreira,0,0,Orthodox,Light Heavyweight,0,0,0,0,0,31,MALE,170.18,205,170.18,
Zviad Lazishvili,0,0,Orthodox,Bantamweight,0,0,0,0,0,29,MALE,167.64,135,175.26,
Daniel Spohn,0,0,Southpaw,Light Heavyweight,0,0,0,0,0,29,MALE,193.04,205,200.66,
Dave Galera,0,0,Orthodox,Bantamweight,0,0,0,0,0,35,MALE,180.34,135,183.0,
Aaron Wilkinson,0,0,Orthodox,Lightweight,0,0,0,0,0,23,MALE,177.8,155,183.0,
Delson Heleno,0,0,Orthodox,Middleweight,0,0,0,0,0,34,MALE,180.34,185,183.0,
Zachary Scroggin,0,0,Orthodox,Welterweight,0,0,0,0,0,28,MALE,190.5,170,187.96,
Bentley Syler,0,0,Orthodox,Flyweight,0,0,0,0,0,32,MALE,162.56,125,172.72,
Ali Qaisi,0,0,Orthodox,Bantamweight,0,0,0,0,0,29,MALE,172.72,135,172.72,
Cindy Dandois,0,0,Orthodox,Women's Bantamweight,0,0,0,0,0,32,FEMALE,170.18,135,172.72,
Bharat Kandare,0,0,Orthodox,Featherweight,0,0,0,0,0,30,MALE,170.18,135,182.88,
Braxton Smith,0,0,Orthodox,Heavyweight,0,0,0,0,0,33,MALE,180.34,257,182.88,
Brendan Loughnane,0,0,Switch,Lightweight,0,0,0,0,0,23,MALE,177.8,145,177.8,
Bekzat Almakhan,0,0,Orthodox,Bantamweight,0,0,0,0,0,26,MALE,170.18,135,172.72,
Bruno Korea,0,0,Orthodox,Bantamweight,0,0,0,0,0,24,MALE,167.64,135,165.1,
Austin Springer,0,0,Orthodox,Featherweight,0,0,0,0,0,33,MALE,172.72,145,180.34,
Dustin Neace,0,0,Orthodox,Featherweight,0,0,0,0,0,25,MALE,175.26,145,175.0,
Askar Mozharov,0,0,Orthodox,Light Heavyweight,0,0,0,0,0,27,MALE,190.5,205,187.96,
Yoshinori Horie,0,0,Orthodox,Featherweight,0,0,0,0,0,24,MALE,172.72,145,177.8,
Ariel Beck,0,0,Southpaw,Women's Flyweight,0,0,0,0,0,27,FEMALE,167.64,125,167.64,
Aori Qileng,0,0,Orthodox,Flyweight,0,0,0,0,0,27,MALE,170.18,125,175.26,
Carlos Leal,0,0,Orthodox,Welterweight,0,0,0,0,0,30,MALE,180.34,170,187.96,
Youssef Zalel,0,0,Switch,Featherweight,0,0,0,0,0,23,MALE,177.8,145,182.88,
Carlos Mota,0,0,Orthodox,Flyweight,0,0,0,0,0,27,MALE,162.56,125,175.26,
Carlos Vera,0,0,Orthodox,Bantamweight,0,0,0,0,0,36,MALE,167.64,135,175.26,
Antonio Mckee,0,0,Southpaw,Lightweight,0,0,0,0,0,40,MALE,172.72,155,183.0,
Caros Fodor,0,0,Orthodox,Lightweight,0,0,0,0,0,29,MALE,175.26,155,193.04,
Antonio Banuelos,0,0,Orthodox,Bantamweight,0,0,0,0,0,31,MALE,165.1,135,160.02,
Charlie Valencia,0,0,Orthodox,Bantamweight,0,0,0,0,0,36,MALE,160.02,135,162.56,
Willamy Freire,0,0,Orthodox,Lightweight,0,0,0,0,0,23,MALE,172.72,155,178.0,
Will Chope,0,0,Switch,Featherweight,0,0,0,0,0,23,MALE,193.04,145,193.04,
Anistavio Medeiros,0,0,Orthodox,Featherweight,0,0,0,0,0,24,MALE,167.64,145,178.0,
Benardo Sopaj,0,0,Orthodox,Bantamweight,0,0,0,0,0,23,MALE,167.64,135,167.64,
Chris Saunders,0,0,Orthodox,Lightweight,0,0,0,0,0,26,MALE,172.72,155,175.0,
Chris Spang,0,0,Orthodox,Welterweight,0,0,0,0,0,25,MALE,187.96,170,194.0,
Chris Tickle,0,0,Orthodox,Lightweight,0,0,0,0,0,30,MALE,175.26,155,178.0,
Christina Marks,0,0,Orthodox,Women's Flyweight,0,0,0,0,0,32,FEMALE,170.18,125,175.26,
Wang Guan,0,0,Orthodox,Featherweight,0,0,0,0,0,31,MALE,175.26,145,180.34,
Chuck O'Neil,0,0,Orthodox,Welterweight,0,0,0,0,0,25,MALE,187.96,170,193.0,
Allan Zuniga,0,0,Orthodox,Lightweight,0,0,0,0,0,26,MALE,170.18,155,177.8,
Stewart Nicoll,0,0,Orthodox,Flyweight,0,0,0,0,0,29,MALE,165.1,125,165.1,
Eddie Mendez,0,0,Orthodox,Middleweight,0,0,0,0,0,29,MALE,177.8,185,193.04,
Max Rohskopf,0,0,Orthodox,Lightweight,0,0,0,0,0,25,MALE,185.42,155,187.96,
Omar Antonio Morales Ferrer,0,0,Orthodox,Lightweight,0,0,0,0,0,34,MALE,175.26,155,185.42,
Ode Obsourne,0,0,Southpaw,Bantamweight,0,0,0,0,0,38,MALE,170.18,135,185.42,
Nick Roehrick,0,0,Orthodox,Light Heavyweight,0,0,0,0,0,30,MALE,187.96,205,190.5,
Nazareno Malegarie,0,0,Orthodox,Lightweight,0,0,0,0,0,29,MALE,172.72,155,177.8,
Nathan Fletcher,0,0,Orthodox,Featherweight,0,0,0,0,0,26,MALE,170.18,145,177.8,
Nandor Guelmino,0,0,Orthodox,Heavyweight,0,0,0,0,0,37,MALE,190.5,230,193.04,
Na Liang,0,0,Orthodox,Women's Strawweight,0,0,0,0,0,24,FEMALE,165.1,115,170.18,
Mike King,0,0,Orthodox,Middleweight,0,0,0,0,0,30,MALE,190.5,185,190.5,
Michel Batista,0,0,Southpaw,Heavyweight,0,0,0,0,0,34,MALE,190.5,260,204.0,
Matt Lucas,0,0,Orthodox,Light Heavyweight,0,0,0,0,0,38,MALE,185.42,205,185.0,
Fatima Kline,0,0,Orthodox,Women's Flyweight,0,0,0,0,0,24,FEMALE,167.64,115,170.18,
Martin Svensson,0,0,Southpaw,Lightweight,0,0,0,0,0,30,MALE,185.42,155,182.88,
Martin Sano,0,0,Orthodox,Welterweight,0,0,0,0,0,30,MALE,180.34,170,190.5,
